,bin_ID,bin_size(100kb),0.9,0.89,0.88,0.87,0.86,0.85,0.84,0.83,0.82,0.81,0.8,0.7,0.6,0.5,0.4,0.3,dom_ID
0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
4,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
5,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
6,6,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
7,7,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
8,8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
9,9,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4
10,10,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4
11,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
12,12,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
13,13,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
14,14,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
15,15,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
16,16,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
17,17,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
18,18,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
19,19,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
20,20,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
21,21,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
22,22,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
23,23,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
24,24,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
25,25,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
26,26,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
27,27,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
28,28,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
29,29,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
30,30,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
31,31,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7
32,32,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
33,33,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
34,34,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
35,35,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
36,36,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
37,37,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
38,38,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
39,39,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
40,40,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
41,41,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
42,42,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
43,43,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
44,44,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
45,45,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
46,46,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
47,47,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,8
48,48,1,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9
49,49,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
50,50,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
51,51,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
52,52,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
53,53,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10
54,54,1,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
55,55,1,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
56,56,1,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11
57,57,1,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,12
58,58,1,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,12
59,59,1,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,12
60,60,1,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,12
61,61,1,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,13
62,62,1,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,13
63,63,1,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,13
64,64,1,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,13
65,65,1,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,14
66,66,1,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,14
67,67,1,6.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,15
68,68,1,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,16
69,69,1,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,16
70,70,1,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,16
71,71,1,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,16
72,72,1,6.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,17
73,73,1,6.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,17
74,74,1,6.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,17
75,75,1,6.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,17
76,76,1,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18
77,77,1,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,19
78,78,1,1.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,20
79,79,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
80,80,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
81,81,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
82,82,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
83,83,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
84,84,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
85,85,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
86,86,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
87,87,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
88,88,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
89,89,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
90,90,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
91,91,1,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21
92,92,1,7.0,7.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22
93,93,1,6.0,6.0,5.0,5.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23
94,94,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
95,95,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
96,96,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
97,97,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
98,98,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
99,99,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
100,100,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
101,101,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
102,102,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
103,103,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
104,104,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
105,105,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
106,106,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
107,107,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
108,108,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
109,109,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
110,110,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
111,111,1,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,25
112,112,1,1.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,26
113,113,1,6.0,6.0,5.0,5.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27
114,114,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28
115,115,1,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,29
116,116,1,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,29
117,117,1,1.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,29
118,118,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
119,119,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
120,120,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
121,121,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
122,122,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
123,123,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
124,124,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
125,125,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
126,126,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
127,127,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
128,128,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
129,129,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
130,130,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
131,131,1,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,30
132,132,1,9.0,4.0,7.0,4.0,1.0,7.0,2.0,5.0,6.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,31
133,133,1,9.0,4.0,7.0,4.0,1.0,7.0,2.0,5.0,6.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,31
134,134,1,4.0,1.0,1.0,7.0,7.0,8.0,2.0,6.0,6.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,32
135,135,1,4.0,1.0,1.0,7.0,7.0,8.0,2.0,6.0,6.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,32
136,136,1,4.0,1.0,1.0,7.0,7.0,8.0,2.0,6.0,6.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,32
137,137,1,4.0,1.0,1.0,7.0,7.0,8.0,2.0,6.0,6.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,32
